4592.1486  1.8743716E+00
4621.3281  1.8690900E+00
4650.9465  1.9321468E+00
4680.9684  1.9434443E+00
4711.4476  1.9480621E+00
4742.3482  1.9510797E+00
4773.7026  1.9681129E+00
4805.5206  1.9846869E+00
4837.8123  1.9791095E+00
4870.5887  2.0154850E+00
4903.8355  2.0805044E+00
4937.5889  2.0860400E+00
4971.8590  2.0242760E+00
5006.6589  2.1174698E+00
5041.9744  2.1824121E+00
5077.8176  2.1692154E+00
5114.2262  2.1740680E+00
5151.2139  2.2365901E+00
5188.7674  2.3057804E+00
5226.9270  2.3357873E+00
5265.6796  2.3527646E+00
5305.0398  2.3806875E+00
5345.0497  2.3908663E+00
5385.6967  2.4572401E+00
5427.0255  2.4672263E+00
5468.9935  2.5187788E+00
5511.6765  2.5236690E+00
